"id","site","timestamp","year","place","dataset","answers","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score","relativeScore"
"2b674ba0-3cec-4b01-8721-6ac747f386db","ar-cities","2018-05-28T20:26:30","2018","caba","spending","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""XLS""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""    Portal de Datos Abiertos Buenos Aires - Presupuesto: https://data.buenosaires.gob.ar/dataset/presupuesto-ejecutado"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""     http://data.buenosaires.gob.ar/tyc"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""     Ministerio de Hacienda- SS Gestión y Administración Financiera- DG Oficina de Gestión Pública y Presupuesto"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""La oficina gubernamental que realizó el gasto"",""Objeto del gasto"",""Monto del gasto""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.buenosaires.gob.ar/dataset/presupuesto-ejecutado"",""descValue"":""Presupuesto ejecutado""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"49104279-abc5-4070-9b8e-58755e0d3773","ar-cities","2018-05-30T20:07:03","2018","godoy-cruz","spending","[{""id"":""open_licence"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Portal Godoy Cruz - Transparencia - Responsabilidad fiscal: https://www.godoycruz.gob.ar/sitio2/archivos-fiscal/2017/4/Anexo%204.pdf"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""1"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Godoy Cruz"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Monto del gasto""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://www.godoycruz.gob.ar/sitio2/archivos-fiscal/2017/4/Anexo%204.pdf"",""descValue"":""Presupuesto ejecutado""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","45","50"
"78f14b18-a55b-4f3e-88ef-19a329c11552","ar-cities","2018-05-28T18:45:55","2018","bahia-blanca","public_works","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""XLS""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Portal Bahía Blanca - Áreas de Gobierno - Infraestructura"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""Atribución 2.5 Argentina (CC BY 2.5 AR)"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Bahía Blanca"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Costos previstos y costos reales"",""Localización de la obra"",""Responsables""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""http://www.bahia.gob.ar/obras/"",""descValue"":""""},{""urlValue"":""http://datos.bahiablanca.gob.ar/home"",""descValue"":""""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","anonymous","Roque De Benedictis","90","100"
"8da5f2cd-9c42-4926-bb6d-8958d1c673bd","ar-cities","2018-05-31T15:27:49","2018","rio-segundo","procurement","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""XLS""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Datos abiertos Rio Segundo - Compras : http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""CC-BY-SA-AR (CBA). "",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""2"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""    Municipalidad de Rio Segundo"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Título de la adjudicación"",""Monto de la adjudicación"",""Nombre del proveedor""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php"",""descValue"":""Compras""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"180d5c2f-18f1-442d-98db-1c3b48ee45b4","ar-cities","2018-05-30T19:35:30","2018","rio-segundo","wages","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""XLS""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Datos Abiertos Rio Segundo - Nómina de sueldos - ver mes por mes"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""CC-BY-SA-AR"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Rio Segundo"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Nombre de la entidad o secretaría"",""Salario Bruto"",""Cargo""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php"",""descValue"":""Sueldos de personal""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"d048d167-7e84-48e3-926e-94ec378a90d6","ar-cities","2018-05-29T19:35:17","2018","rio-segundo","transport","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV"",""KML"",""KMZ"",""XLS""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""4"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Datos Abiertos Rio Segundo - Portal de mapas - transporte: http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/mapas.php#"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""CC-BY-SA-AR (CBA)"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Rio Segundo"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Tabla de horarios por estación"",""Recorridos del transporte"",""Paradas o estaciones"",""Línea de transporte""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/mapas.php# - "",""descValue"":""Lineas de transporte urbano""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"f9e2a76f-3407-45a7-a96b-0ec9863b2c84","ar-cities","2018-05-31T11:07:23","2018","caba","wages","[{""id"":""open_licence"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""bulk"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""timely"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""online_free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""free"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""format"",""value"":[""CSV""],""pass"":true,""commentValue"":""""},{""id"":""findable"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":""Buenos Aires Data - Administración Pública y Normativa: https://data.buenosaires.gob.ar/dataset/sueldo-funcionarios"",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":""http://data.buenosaires.gob.ar/tyc"",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":""3"",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Gobierno de la Ciudad de Buenos Aires"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[""Nombre de la entidad o secretaría"",""Categoría"",""Salario Bruto"",""Cargo""],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":[{""urlValue"":""https://data.buenosaires.gob.ar/dataset/sueldo-funcionarios"",""descValue"":""Sueldo Funcionarios""}],""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","Yes","Yas García","Yas García","90","100"
"e56b9fb4-c290-4a2f-9bee-2a9e22e176f3","ar-cities","2018-05-31T01:09:06","2018","villa-la-angostura","enviroment","[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Villa La Angostura"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"7ebd0623-e5db-4cb8-83f4-51393eeba6fe","ar-cities","2018-05-31T01:08:32","2018","vicente-lopez","enviroment","[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""Municipalidad de Vicente López"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"94b38bf6-7547-4a7b-a1c5-609a5cd4fabd","ar-cities","2018-05-31T01:08:08","2018","ushuaia","enviroment","[{""id"":""open_licence"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""bulk"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""timely"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_free"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""free"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""format"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""findable"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""findable_steps"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""licence_url"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_gov"",""value"":""Yes"",""pass"":true,""commentValue"":""""},{""id"":""usability"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""collector_name"",""value"":""    Municipio de Ushuaia"",""pass"":false,""commentValue"":""""},{""id"":""collector_non_gov"",""value"":"""",""pass"":false,""commentValue"":""""},{""id"":""online_otherwise"",""value"":""No"",""pass"":false,""commentValue"":""""},{""id"":""characteristics"",""value"":[],""pass"":false,""commentValue"":""""},{""id"":""location"",""value"":"""",""pass"":false,""commentValue"":""""}]","Yes","Yes",,,"Yes","No","anonymous","Roque De Benedictis","0","0"
